Student_ID,Age,Gender,University_Year,Major,CGPA,Attendance_Percentage,Study_Hours_Per_Week,Projects_Completed,Certifications_Count,Internships,Communication_Skills,Teamwork,Problem_Solving,Interest_Domain,Skill_AWS,Skill_Adobe_XD,Skill_Agile,Skill_Ansible,Skill_Azure,Skill_CI_CD,Skill_Cybersecurity,Skill_Data_Analysis,Skill_Django,Skill_Docker,Skill_Elasticsearch,Skill_FastAPI,Skill_Figma,Skill_Flutter,Skill_GCP,Skill_Git,Skill_GraphQL,Skill_JavaScript,Skill_Kubernetes,Skill_Laravel,Skill_Linux,Skill_Machine_Learning,Skill_MongoDB,Skill_MySQL,Skill_Networking,Skill_Node.js,Skill_NumPy,Skill_PHP,Skill_Pandas,Skill_PostgreSQL,Skill_PyTorch,Skill_Python,Skill_REST_APIs,Skill_React,Skill_React_Native,Skill_Redis,Skill_SQL,Skill_Scrum,Skill_TensorFlow,Skill_Terraform,Skill_TypeScript,Career_Field,Total_Skills,Average_Skill_Level,Experience_Score,Soft_Skill_Score,Academic_Strength
SS01543,19,Female,Senior,Cybersecurity,3.18,70,19,5,0,0,8,9,8,Systems & Networking,2,3,2,3,1,4,3,3,4,6,0,1,0,4,1,5,4,0,1,1,6,1,2,1,7,0,2,2,0,0,0,0,3,2,0,0,0,1,1,1,1,IT Support Engineer,30,2.6,5,8.33,0.483
SS01544,23,Male,Junior,Artificial Intelligence,2.83,70,16,5,6,0,7,5,9,Business & Analytics,0,1,5,1,3,2,4,6,0,5,3,3,3,2,4,0,3,3,2,1,2,1,4,6,0,3,6,2,2,5,3,2,5,0,1,2,10,5,0,2,5,Business Analyst,35,3.34,11,7.0,0.4
SS01545,22,Female,Senior,Cybersecurity,3.56,85,23,2,1,1,5,2,6,Cybersecurity,2,0,0,2,3,1,6,0,1,2,0,2,1,0,1,3,3,1,1,0,5,1,5,1,6,0,0,4,2,0,2,4,4,0,1,2,8,5,0,3,2,Cybersecurity Analyst,30,2.8,4,4.33,0.674
SS01546,20,Other,Sophomore,Computer Science,4.0,55,17,8,1,1,7,5,6,Data & AI,2,0,3,4,4,1,4,3,0,6,2,0,2,0,0,2,1,0,2,0,0,9,2,2,5,1,6,1,10,2,5,7,1,1,5,2,0,1,4,0,4,AI Engineer,31,3.35,10,6.0,0.509
SS01547,22,Male,Senior,Cybersecurity,2.18,70,25,6,2,2,9,3,8,Cybersecurity,1,1,0,5,1,3,9,4,1,4,5,2,1,3,0,0,4,2,0,3,7,1,2,5,5,1,6,4,3,3,5,2,1,1,1,5,8,2,4,0,0,SOC Analyst,35,3.29,10,6.67,0.366
SS01548,20,Male,Junior,Computer Science,3.51,84,11,8,1,2,5,6,5,Systems & Networking,2,0,1,1,2,1,2,3,2,1,1,5,1,3,2,4,6,4,6,4,7,3,1,0,10,1,2,3,1,4,2,9,0,0,4,0,2,1,2,4,2,IT Support Engineer,36,3.03,11,5.33,0.559
SS01549,21,Female,Sophomore,Electrical Engineering,2.63,80,23,7,0,3,6,7,7,Cloud & Infrastructure,7,1,0,2,4,6,2,1,1,8,0,2,4,4,9,2,1,2,7,4,10,5,0,0,6,0,2,6,3,0,3,1,0,2,5,6,1,3,1,6,1,Cloud Engineer,34,3.76,10,6.67,0.488
SS01550,21,Male,Senior,Artificial Intelligence,3.79,75,30,8,1,1,7,6,4,Cloud & Infrastructure,6,0,4,2,7,3,1,0,0,3,4,4,0,2,5,0,0,3,5,0,9,2,3,3,0,3,0,2,1,2,1,2,3,0,3,1,2,0,2,8,2,Cloud Engineer,30,3.27,10,5.67,0.708
SS01551,24,Female,Junior,Information Technology,3.32,88,19,6,1,0,8,6,5,Web Development,3,0,4,5,4,4,4,2,4,3,0,2,1,1,0,7,3,4,1,1,2,4,7,0,3,7,3,0,2,3,5,0,8,5,1,4,10,5,0,2,5,Full Stack Developer,34,3.79,7,6.33,0.62
SS01552,22,Male,Senior,Computer Science,3.74,78,28,5,0,3,8,9,6,Business & Analytics,5,1,4,2,0,4,5,7,4,0,2,4,3,3,4,5,4,2,2,2,0,2,0,6,3,1,9,2,9,6,2,4,1,3,1,0,6,5,2,4,4,Data Analyst,36,3.69,8,7.67,0.702
SS01553,19,Male,Freshman,Computer Science,3.68,96,11,5,0,0,5,6,5,Data & AI,5,6,3,6,2,4,3,8,0,7,0,0,4,0,0,4,7,3,3,1,0,7,3,1,0,2,7,3,5,0,5,6,0,0,1,1,1,3,6,2,3,AI Engineer,31,3.94,5,5.33,0.663
SS01554,22,Female,Freshman,Data Science,3.47,75,23,8,1,3,6,8,5,Data & AI,2,0,1,3,3,5,2,0,0,7,2,1,0,0,4,4,2,3,0,2,1,9,3,0,0,2,5,4,4,2,4,6,0,2,0,0,4,1,2,1,5,Machine Learning Engineer,30,3.2,12,6.33,0.596
SS01555,22,Female,Sophomore,Cybersecurity,3.8,70,29,7,2,0,5,5,4,Cybersecurity,4,6,3,0,1,3,7,1,5,0,0,4,0,0,6,2,3,6,3,0,8,2,0,3,9,3,3,4,4,1,3,5,4,3,0,6,5,0,0,3,3,Cybersecurity Analyst,31,3.97,9,4.67,0.67
SS01556,21,Female,Sophomore,Artificial Intelligence,2.98,100,21,6,1,0,7,10,5,Cybersecurity,1,1,0,0,2,1,5,0,2,0,5,3,1,0,3,1,0,0,0,2,6,3,1,2,5,1,1,2,1,0,1,0,2,1,0,2,5,0,8,3,1,SOC Analyst,29,2.48,7,7.33,0.655
SS01557,19,Male,Junior,Computer Science,3.8,82,13,5,1,1,5,8,6,Cloud & Infrastructure,8,2,4,2,7,2,4,2,0,6,4,2,2,1,7,2,1,0,7,2,6,0,0,2,0,3,3,0,1,1,0,5,5,2,4,3,4,2,1,9,0,Cloud Engineer,33,3.52,7,6.33,0.612
SS01558,20,Female,Sophomore,Electrical Engineering,2.66,81,22,8,6,1,7,7,8,Cloud & Infrastructure,0,2,3,9,2,4,3,0,1,7,2,2,6,2,0,2,1,2,6,0,5,3,4,3,0,0,0,4,2,2,3,8,1,1,1,1,1,8,4,3,0,Automation Engineer,33,3.27,15,7.33,0.491
SS01559,22,Male,Freshman,Business Analytics,2.97,90,12,10,0,1,9,5,6,Cybersecurity,1,2,4,0,1,0,6,1,1,1,0,4,2,5,1,3,4,0,6,0,8,0,2,3,7,6,1,2,2,0,3,8,1,3,0,0,6,0,2,2,2,SOC Analyst,31,3.23,11,6.67,0.515
SS01560,20,Other,Junior,Electrical Engineering,2.97,61,11,10,0,1,4,8,10,Web Development,2,4,1,4,6,1,3,1,1,3,2,6,0,2,2,9,2,6,2,4,2,1,5,1,2,3,0,2,0,3,1,0,7,7,2,2,6,0,0,0,7,Full Stack Developer,34,3.29,11,7.33,0.325
SS01561,22,Male,Sophomore,Electrical Engineering,3.56,97,16,7,1,2,7,6,6,Cloud & Infrastructure,3,7,0,1,7,1,3,4,2,9,2,0,4,4,8,1,0,3,8,3,6,0,0,5,0,1,2,0,1,0,0,4,2,2,1,2,2,3,5,7,3,Cloud Engineer,32,3.62,10,6.33,0.691
SS01562,22,Female,Junior,Information Technology,2.82,76,18,4,3,1,8,8,7,Cybersecurity,2,1,4,1,1,4,2,0,2,3,3,0,1,4,0,1,3,2,3,1,8,3,4,3,8,1,1,2,6,2,5,9,5,5,0,0,5,4,1,1,1,Cybersecurity Analyst,36,3.11,8,7.67,0.452
SS01563,21,Female,Senior,Data Science,3.24,83,28,5,5,1,5,5,6,Systems & Networking,2,0,5,4,2,3,6,5,1,5,2,2,3,1,6,7,6,2,0,0,6,0,2,1,5,1,4,2,1,2,3,6,0,0,0,1,2,3,0,0,5,Embedded Systems Engineer,32,3.31,11,5.33,0.65
SS01564,20,Female,Junior,Software Engineering,3.28,87,28,8,2,4,9,7,5,Cloud & Infrastructure,6,0,0,2,9,0,2,0,3,6,4,2,2,0,5,3,2,6,5,4,7,0,0,1,1,1,4,1,2,0,3,0,3,4,0,6,1,3,3,6,0,Cloud Engineer,30,3.57,14,7.0,0.682
SS01565,24,Female,Freshman,Software Engineering,3.07,76,14,12,2,2,7,6,8,Business & Analytics,2,3,4,1,0,2,3,10,0,3,5,0,4,1,0,1,4,6,4,3,1,3,0,9,3,3,9,2,9,5,0,1,3,2,2,0,5,1,0,4,1,Data Analyst,33,3.61,16,7.0,0.461
SS01566,20,Other,Sophomore,Data Science,3.16,73,21,8,1,2,6,6,9,Cloud & Infrastructure,2,4,4,6,6,5,0,2,0,5,0,3,0,3,4,7,1,0,5,3,0,0,4,4,2,5,2,0,0,6,0,7,6,1,4,3,3,7,1,1,0,Automation Engineer,30,3.87,11,7.0,0.515
SS01567,24,Male,Junior,Data Science,3.37,81,10,8,1,0,10,9,3,Systems & Networking,4,3,3,4,4,0,0,0,3,2,6,0,3,0,3,6,2,2,1,3,5,2,2,0,6,0,3,5,0,1,0,0,1,0,0,2,2,3,3,5,0,IT Support Engineer,28,3.18,9,7.33,0.509
SS01568,21,Female,Junior,Cybersecurity,3.44,89,27,8,0,1,6,6,5,Data & AI,1,0,3,0,0,1,2,1,0,7,2,0,1,2,3,1,6,2,4,1,4,7,4,1,2,1,7,2,3,4,4,9,3,4,0,1,3,0,5,0,4,AI Engineer,33,3.18,9,5.67,0.712
SS01569,20,Male,Senior,Software Engineering,2.72,79,22,9,4,1,8,7,6,Software Development,2,4,7,1,3,2,2,4,2,4,5,4,4,2,0,8,2,5,6,0,2,3,1,0,1,2,1,0,3,2,3,9,7,2,5,1,7,3,6,1,9,Software Engineer,37,3.65,14,7.0,0.488
SS01570,21,Male,Freshman,Computer Science,2.86,98,32,9,1,1,8,6,5,Software Development,1,3,9,4,3,1,1,3,0,2,2,0,1,3,1,9,0,9,5,4,4,1,0,2,0,1,0,0,3,1,2,6,6,0,0,3,5,2,2,4,4,Software Engineer,32,3.34,11,6.33,0.714
SS01571,23,Male,Freshman,Software Engineering,3.49,93,21,9,3,0,8,6,10,Business & Analytics,1,0,5,0,1,3,2,4,3,1,0,4,0,0,2,4,2,0,4,1,2,1,0,5,2,0,2,0,4,2,3,4,1,4,0,2,3,7,1,3,4,Business Analyst,31,2.81,12,8.0,0.696
SS01572,20,Female,Sophomore,Software Engineering,3.37,76,18,8,1,1,8,7,3,Data & AI,2,4,2,3,5,3,1,6,2,0,7,2,5,1,2,2,4,7,0,1,3,4,1,3,1,2,8,1,5,0,3,8,1,4,3,2,7,0,7,1,0,Data Scientist,36,3.42,10,6.0,0.544
SS01573,23,Female,Senior,Computer Science,2.77,85,17,4,1,0,8,6,10,Business & Analytics,0,5,8,5,2,0,2,10,3,3,1,2,0,0,1,0,3,0,2,1,2,0,3,4,1,5,5,1,1,2,3,0,0,1,2,2,5,9,6,0,3,Business Analyst,31,3.32,5,8.0,0.492
SS01574,21,Female,Sophomore,Software Engineering,2.76,73,22,10,1,0,8,4,3,Data & AI,0,6,2,2,0,4,4,1,1,6,5,2,2,4,0,2,1,2,3,4,1,6,2,3,4,0,7,1,10,0,5,6,3,3,1,4,1,4,4,0,1,AI Engineer,35,3.34,11,5.0,0.457
SS01575,22,Female,Freshman,Cybersecurity,3.36,80,19,6,2,0,7,9,8,Cloud & Infrastructure,5,0,2,9,6,7,5,2,2,7,0,3,2,4,5,1,2,2,7,1,9,2,1,2,1,0,1,0,2,1,0,4,0,1,1,0,0,0,0,7,1,DevOps Engineer,31,3.39,8,8.0,0.576
SS01576,21,Female,Junior,Artificial Intelligence,3.01,77,20,6,2,2,3,8,3,Cybersecurity,4,1,2,4,1,1,8,3,0,0,3,0,3,0,4,3,0,3,4,2,6,3,3,3,7,4,0,0,1,5,5,9,2,0,3,1,3,3,6,6,0,Penetration Tester,32,3.62,10,4.67,0.507
SS01577,23,Female,Senior,Software Engineering,3.19,83,21,7,1,2,4,6,5,Web Development,0,2,2,0,2,0,0,1,2,4,1,4,2,1,0,6,2,6,1,2,2,0,5,1,0,8,4,0,1,0,2,1,8,8,1,1,4,2,3,0,5,Full Stack Developer,31,3.03,10,5.0,0.583
SS01578,23,Female,Junior,Information Technology,3.06,71,29,10,1,1,10,9,6,Systems & Networking,1,0,3,0,2,2,3,2,2,0,5,2,1,2,4,6,4,2,3,2,8,4,3,5,7,4,1,3,0,0,4,6,1,0,2,0,4,3,3,2,0,IT Support Engineer,33,3.21,12,8.33,0.553
SS01579,20,Female,Sophomore,Business Analytics,2.8,66,20,3,3,1,6,8,7,Data & AI,1,0,7,0,0,3,1,0,3,6,7,0,5,3,4,4,2,1,3,4,1,8,1,1,4,3,5,3,6,0,8,10,1,3,1,7,0,0,6,3,2,Machine Learning Engineer,33,3.85,7,7.0,0.403
SS01580,20,Male,Senior,Business Analytics,3.44,79,21,11,1,2,6,3,7,Cybersecurity,4,2,4,2,5,3,3,3,2,2,0,2,5,2,1,0,1,2,3,0,6,1,0,3,7,0,2,4,3,0,3,2,2,2,3,3,8,3,7,3,1,SOC Analyst,35,3.11,14,5.33,0.6
SS01581,22,Female,Senior,Electrical Engineering,3.25,93,27,8,1,1,6,7,3,Data & AI,5,4,3,1,2,0,3,3,0,6,0,1,0,7,3,3,1,1,5,3,6,7,1,5,6,2,6,7,8,0,5,3,0,6,2,6,2,2,8,2,1,Machine Learning Engineer,35,3.89,10,5.33,0.706
SS01582,20,Male,Junior,Computer Science,3.06,79,18,11,0,1,6,4,7,Data & AI,2,6,3,0,0,0,3,1,4,5,0,0,3,2,1,3,4,0,4,1,4,7,3,0,0,1,4,0,8,0,5,6,2,0,1,2,3,0,5,0,2,AI Engineer,28,3.39,12,5.67,0.511
SS01583,24,Female,Senior,Electrical Engineering,2.03,71,16,6,1,0,8,8,4,Cloud & Infrastructure,3,2,2,6,3,7,3,2,2,9,0,0,0,2,3,5,4,0,2,5,1,3,1,3,4,4,4,6,2,3,4,6,1,0,1,3,2,9,3,0,1,Automation Engineer,35,3.46,7,6.67,0.273
SS01584,23,Male,Junior,Business Analytics,3.34,86,21,8,0,2,5,7,5,Cloud & Infrastructure,7,3,0,4,7,7,5,1,3,5,1,5,0,3,9,1,0,4,8,2,8,1,1,2,2,0,1,0,3,3,3,0,0,2,4,3,3,3,3,7,0,DevOps Engineer,33,3.76,10,5.67,0.627
SS01585,22,Female,Sophomore,Information Technology,3.9,71,16,14,1,0,8,8,7,Software Development,4,1,6,0,4,2,1,0,6,2,1,1,0,2,5,7,5,5,2,5,4,0,4,0,6,2,1,4,2,1,2,6,8,0,1,0,7,0,0,5,7,Software Engineer,32,3.72,15,7.67,0.584
SS01586,24,Male,Sophomore,Software Engineering,3.15,76,13,5,3,2,4,4,7,Cloud & Infrastructure,0,2,5,5,0,9,2,0,2,6,1,5,0,1,0,6,0,2,2,3,4,0,2,0,2,3,1,3,2,3,0,8,1,0,0,0,1,5,0,0,2,Automation Engineer,27,3.26,10,5.0,0.466
SS01587,19,Female,Freshman,Information Technology,2.98,81,21,6,3,0,8,6,6,Data & AI,0,1,4,4,1,2,5,0,3,9,5,2,0,3,4,2,2,0,4,5,0,6,1,0,3,0,5,1,5,1,8,8,5,0,1,0,1,1,10,1,2,Machine Learning Engineer,32,3.59,9,6.67,0.536
SS01588,20,Female,Junior,Business Analytics,3.73,92,17,6,1,0,5,6,6,Data & AI,0,2,7,3,0,1,1,5,2,8,2,2,0,3,1,4,2,2,0,1,1,7,5,0,2,5,5,1,8,0,9,9,2,0,1,4,1,2,10,2,2,Machine Learning Engineer,34,3.59,7,5.67,0.696
SS01589,23,Male,Sophomore,Computer Science,3.24,85,24,5,1,0,6,10,5,Business & Analytics,0,0,0,4,3,2,2,7,0,0,4,5,0,0,3,3,1,5,2,0,5,3,6,6,0,2,7,0,3,6,5,3,2,0,3,0,10,3,1,4,0,Data Analyst,28,3.93,6,7.0,0.629
SS01590,24,Female,Junior,Data Science,3.47,83,20,13,2,2,6,5,7,Systems & Networking,2,4,3,3,1,3,2,0,1,4,0,3,2,2,1,7,0,3,1,2,7,2,1,0,6,1,0,1,4,0,3,6,1,1,2,1,1,5,2,0,0,Embedded Systems Engineer,33,2.67,17,6.0,0.621
SS01591,22,Male,Junior,Business Analytics,3.24,74,28,8,1,1,6,6,10,Cybersecurity,0,0,4,1,1,2,8,7,2,6,3,3,0,2,0,2,2,1,3,2,6,1,5,3,9,2,3,2,0,3,0,2,0,0,2,2,7,5,1,2,2,SOC Analyst,33,3.21,10,7.33,0.593
SS01592,21,Male,Senior,Data Science,2.96,82,20,9,1,0,5,4,5,Cloud & Infrastructure,6,3,2,2,7,0,2,1,0,7,3,1,3,1,8,6,3,2,6,2,5,1,0,3,1,2,0,1,1,0,1,0,0,0,3,2,0,4,3,7,2,Cloud Engineer,32,3.16,10,4.67,0.53
SS01593,25,Female,Sophomore,Artificial Intelligence,3.67,100,13,7,1,2,6,10,7,Data & AI,0,3,1,2,1,2,0,7,3,4,2,3,5,0,0,5,0,1,0,2,1,6,0,0,2,1,6,0,6,2,8,7,2,4,3,1,9,4,7,0,1,Data Scientist,31,3.58,10,7.67,0.703
SS01594,23,Female,Senior,Artificial Intelligence,2.64,97,30,6,1,3,10,9,5,Software Development,2,0,4,2,5,4,5,0,8,2,5,9,5,1,0,5,3,0,2,1,0,2,8,4,1,5,1,0,3,7,0,6,9,2,0,1,7,5,0,5,1,Backend Developer,32,4.06,10,8.0,0.654
SS01595,21,Male,Freshman,Cybersecurity,2.89,84,22,6,0,1,3,9,7,Cybersecurity,1,0,1,2,0,0,9,5,6,3,2,3,0,0,1,2,0,1,1,3,6,2,1,1,7,1,1,1,0,4,2,0,0,0,5,3,6,3,5,2,0,SOC Analyst,30,3.0,7,6.33,0.548
SS01596,22,Female,Senior,Electrical Engineering,3.67,76,25,8,1,0,5,3,10,Cloud & Infrastructure,7,0,2,0,6,2,2,4,3,6,4,4,0,0,3,3,4,1,7,3,7,3,6,1,2,1,4,5,2,3,5,1,2,0,2,1,4,1,1,9,1,Cloud Engineer,36,3.39,9,6.0,0.652
SS01597,20,Female,Freshman,Computer Science,3.29,84,31,4,0,1,8,5,4,Cloud & Infrastructure,0,4,3,8,2,6,2,0,1,5,2,1,3,2,1,8,2,2,2,3,1,3,3,3,2,3,3,4,1,0,1,4,2,3,1,1,1,8,4,6,0,Automation Engineer,37,3.0,5,5.67,0.689
SS01598,19,Female,Senior,Information Technology,2.72,93,2,6,3,1,5,8,6,Cloud & Infrastructure,6,1,1,7,8,7,0,5,2,8,0,0,0,0,8,2,2,5,7,2,4,4,7,0,2,1,0,0,1,1,1,2,0,3,0,2,6,1,0,5,0,DevOps Engineer,29,3.83,10,6.33,0.409
SS01599,21,Male,Senior,Computer Science,3.62,85,28,8,1,3,5,7,6,Cloud & Infrastructure,7,1,1,2,8,3,3,0,1,8,0,0,0,0,7,2,1,2,8,2,5,4,1,5,3,1,0,3,5,1,3,3,2,0,3,4,3,0,2,7,1,Cloud Engineer,33,3.39,12,6.0,0.726
SS01600,22,Female,Senior,Electrical Engineering,3.07,77,16,11,1,1,7,9,7,Cloud & Infrastructure,3,3,3,6,3,6,2,3,2,8,2,3,0,0,2,5,5,2,3,1,3,3,2,1,0,4,0,1,0,1,2,7,2,0,3,0,0,7,6,3,0,Automation Engineer,32,3.34,13,7.67,0.484
SS01601,18,Female,Senior,Business Analytics,2.88,80,8,9,2,2,8,9,4,Software Development,0,5,5,1,4,1,1,2,1,0,2,3,2,1,2,8,2,5,4,3,4,0,2,0,5,0,1,3,0,0,1,6,8,3,5,6,7,5,2,0,5,Software Engineer,33,3.48,13,7.0,0.404
SS01602,18,Male,Senior,Electrical Engineering,3.5,70,13,7,0,0,8,7,9,Cloud & Infrastructure,7,4,2,2,9,2,2,3,6,6,0,2,5,3,6,2,0,0,6,0,6,0,5,4,1,2,4,2,1,3,1,2,5,3,2,0,3,4,4,10,0,Cloud Engineer,34,3.79,7,8.0,0.486
SS01603,18,Female,Sophomore,Business Analytics,2.94,96,17,8,2,0,7,6,6,Systems & Networking,1,1,1,3,2,6,1,1,5,0,2,2,2,0,4,5,0,0,0,4,9,2,0,0,8,0,0,0,3,0,2,6,2,2,0,4,7,0,3,3,0,IT Support Engineer,27,3.37,10,6.33,0.59
SS01604,22,Male,Junior,Data Science,2.28,66,22,5,2,1,5,6,10,Data & AI,1,4,4,0,1,0,0,5,3,4,0,4,4,3,2,0,1,3,2,2,6,6,0,2,2,1,6,0,7,4,7,6,1,2,3,2,2,0,9,1,6,Machine Learning Engineer,33,3.52,8,7.0,0.333
SS01605,23,Male,Freshman,Information Technology,2.8,87,19,7,1,2,7,4,3,Systems & Networking,0,2,4,1,1,3,0,0,6,0,6,2,4,2,0,8,0,1,0,0,4,3,3,2,6,4,4,0,3,7,1,5,2,6,5,4,2,2,1,0,0,IT Support Engineer,30,3.47,10,4.67,0.527
SS01606,18,Other,Freshman,Business Analytics,3.03,80,19,5,1,3,3,6,9,Business & Analytics,3,1,6,2,0,2,1,5,1,4,0,3,0,1,3,0,1,3,3,3,3,3,2,7,5,5,6,2,2,0,0,1,5,4,1,3,5,8,2,4,2,Business Analyst,35,3.2,9,6.0,0.521
SS01607,21,Male,Freshman,Business Analytics,3.17,98,17,7,0,1,7,4,9,Cloud & Infrastructure,6,4,1,10,2,8,5,0,1,10,0,3,4,0,0,6,3,0,2,5,4,7,0,5,0,0,2,1,3,4,2,6,2,5,2,2,0,7,2,0,0,Automation Engineer,30,4.13,8,6.67,0.641
SS01608,20,Female,Junior,Cybersecurity,2.54,67,12,5,1,1,4,4,8,Systems & Networking,0,1,2,0,2,3,0,3,4,1,0,1,2,0,1,5,2,1,2,3,6,5,5,3,7,1,3,3,3,4,3,2,4,2,1,3,3,1,1,2,4,IT Support Engineer,36,2.75,7,5.33,0.299
SS01609,22,Female,Senior,Software Engineering,3.12,99,18,6,1,3,4,7,7,Web Development,4,5,4,1,0,0,0,4,0,0,0,1,3,3,5,7,0,8,2,5,2,0,4,1,1,5,4,2,3,5,2,0,6,6,5,1,10,0,0,3,7,Full Stack Developer,30,3.97,10,6.0,0.647
SS01610,20,Male,Junior,Information Technology,3.06,57,28,8,0,1,7,6,8,Business & Analytics,0,1,4,5,6,0,1,6,0,0,4,0,2,0,0,1,0,2,3,3,2,3,0,6,1,0,0,0,2,3,1,0,2,1,0,5,8,7,1,1,0,Business Analyst,26,3.12,9,7.0,0.456
SS01611,20,Male,Junior,Information Technology,2.92,77,18,5,3,2,5,5,6,Cybersecurity,3,3,2,4,2,4,7,3,1,4,3,5,0,6,0,0,4,3,0,2,8,1,1,3,7,2,1,4,3,0,3,8,3,3,4,0,8,4,2,2,1,Cybersecurity Analyst,35,3.54,10,5.33,0.475
SS01612,22,Female,Sophomore,Data Science,3.28,74,20,9,0,3,7,4,8,Cybersecurity,2,2,0,0,4,4,6,0,2,0,3,0,3,2,4,3,1,3,2,0,8,2,0,0,6,4,1,3,3,1,3,7,0,1,0,3,7,5,2,3,2,Cybersecurity Analyst,31,3.29,12,6.33,0.533
SS01613,21,Male,Senior,Information Technology,3.34,78,13,4,0,0,10,6,6,Cybersecurity,3,2,2,2,2,3,7,0,3,0,1,3,2,0,4,5,1,2,2,6,6,0,2,0,8,2,1,3,3,2,2,2,3,0,1,3,8,3,3,1,2,SOC Analyst,35,3.0,4,7.33,0.51
SS01614,21,Male,Sophomore,Computer Science,3.35,93,16,10,1,2,5,5,10,Data & AI,4,0,2,2,2,2,1,6,3,5,1,0,4,2,0,1,5,2,3,0,0,9,2,3,4,2,7,1,3,4,10,6,6,3,0,0,2,3,6,1,1,Data Scientist,34,3.47,13,6.67,0.631
SS01615,19,Female,Sophomore,Data Science,3.41,71,10,6,0,1,7,8,7,Web Development,0,0,3,3,3,1,2,0,1,0,0,0,5,5,1,7,0,6,5,2,0,2,7,0,5,5,5,2,4,0,2,3,8,6,3,0,4,5,0,2,7,Full Stack Developer,29,3.93,7,7.33,0.453
SS01616,18,Female,Senior,Data Science,2.65,90,11,9,4,0,9,7,7,Software Development,0,6,2,6,0,1,3,5,8,0,0,7,3,1,1,7,0,0,2,2,0,2,7,5,2,9,0,2,1,6,3,4,4,3,2,0,9,4,2,0,4,Backend Developer,31,3.97,13,7.67,0.454
SS01617,19,Male,Junior,Cybersecurity,3.66,92,17,8,0,1,6,7,6,Cybersecurity,1,2,5,3,4,2,5,1,3,0,4,3,3,2,6,3,2,3,2,2,6,1,4,2,5,2,4,2,3,3,5,5,0,0,4,3,5,0,3,3,4,Penetration Tester,37,3.24,9,6.33,0.685
SS01618,21,Female,Junior,Cybersecurity,2.44,89,21,7,1,1,7,8,10,Systems & Networking,3,0,2,0,5,0,3,2,1,5,1,0,2,1,6,8,4,0,5,1,5,3,1,1,9,0,1,3,3,0,3,3,0,0,0,4,2,0,4,1,4,IT Support Engineer,30,3.2,9,8.33,0.496
SS01619,23,Other,Junior,Artificial Intelligence,2.8,92,25,8,4,0,7,9,5,Systems & Networking,0,1,2,2,0,2,0,3,3,0,3,5,1,2,1,9,1,2,0,1,7,0,5,0,7,0,0,2,2,4,3,3,2,0,3,2,0,1,1,0,3,IT Support Engineer,29,2.86,12,7.0,0.608
SS01620,22,Other,Sophomore,Cybersecurity,2.8,79,24,5,0,0,6,7,5,Business & Analytics,3,4,7,1,5,0,2,9,0,1,3,2,1,5,1,0,1,0,0,3,2,1,4,7,1,0,1,1,4,1,2,2,1,2,2,1,6,5,4,5,1,Business Analyst,35,2.89,5,6.0,0.518
SS01621,20,Female,Junior,Business Analytics,3.25,70,25,3,3,4,5,5,4,Systems & Networking,2,0,3,1,1,5,1,3,4,1,1,0,5,3,5,7,3,3,2,3,6,0,1,0,5,3,0,1,2,4,1,9,3,2,2,0,5,5,5,2,2,Embedded Systems Engineer,35,3.17,10,4.67,0.545
SS01622,20,Male,Senior,Data Science,3.06,83,22,6,0,1,6,5,6,Software Development,3,3,6,2,0,1,6,4,0,3,0,0,1,0,4,8,0,10,4,1,7,1,0,0,2,2,2,1,5,1,1,3,5,5,0,4,6,0,2,3,5,Software Engineer,31,3.58,7,5.67,0.57
SS01623,22,Male,Junior,Computer Science,2.74,84,15,5,2,1,8,8,8,Cybersecurity,2,3,1,1,0,2,8,0,2,2,1,2,0,5,2,3,1,0,0,4,8,3,3,3,7,4,4,5,1,1,3,5,3,3,5,0,0,1,1,2,4,Penetration Tester,34,3.09,8,8.0,0.464
SS01624,18,Male,Sophomore,Software Engineering,2.92,80,26,6,1,0,7,9,7,Data & AI,0,0,5,4,0,1,1,4,4,8,0,5,1,3,2,0,1,2,0,0,1,9,3,1,2,0,7,0,5,3,6,6,2,5,0,0,7,4,7,2,1,AI Engineer,30,3.73,7,7.67,0.561
SS01625,22,Female,Junior,Artificial Intelligence,3.59,91,15,10,2,1,5,6,10,Systems & Networking,2,0,3,1,2,4,1,2,3,3,4,1,0,2,4,7,0,0,0,3,5,4,0,3,4,1,5,0,0,3,1,3,4,2,2,0,2,1,2,1,3,IT Support Engineer,32,2.75,13,7.0,0.65
SS01626,19,Male,Senior,Computer Science,2.77,88,13,7,2,5,8,7,4,Systems & Networking,4,4,1,2,3,5,0,3,1,4,2,2,0,1,6,8,2,5,5,2,5,1,1,2,7,7,0,0,1,0,0,5,4,0,0,0,3,1,1,1,0,Embedded Systems Engineer,31,3.19,14,6.33,0.478
SS01627,21,Female,Junior,Computer Science,3.28,100,23,3,0,0,6,7,10,Software Development,0,0,9,0,1,1,2,0,1,5,3,5,3,0,1,7,6,8,2,3,2,1,1,0,6,3,2,2,5,5,3,7,6,1,0,0,8,0,5,3,4,Software Engineer,32,3.78,3,7.67,0.722
SS01628,22,Female,Senior,Software Engineering,3.02,74,22,7,1,2,5,4,5,Cybersecurity,0,3,2,0,3,0,6,2,2,0,0,3,8,3,0,3,3,2,1,3,7,6,1,2,5,2,3,1,4,4,3,9,2,1,3,0,0,2,0,1,7,Penetration Tester,32,3.34,10,4.67,0.506
