Student_ID,Age,Gender,University_Year,Major,CGPA,Attendance_Percentage,Study_Hours_Per_Week,Projects_Completed,Certifications_Count,Internships,Communication_Skills,Teamwork,Problem_Solving,Interest_Domain,Skill_AWS,Skill_Adobe_XD,Skill_Agile,Skill_Ansible,Skill_Azure,Skill_CI_CD,Skill_Cybersecurity,Skill_Data_Analysis,Skill_Django,Skill_Docker,Skill_Elasticsearch,Skill_FastAPI,Skill_Figma,Skill_Flutter,Skill_GCP,Skill_Git,Skill_GraphQL,Skill_JavaScript,Skill_Kubernetes,Skill_Laravel,Skill_Linux,Skill_Machine_Learning,Skill_MongoDB,Skill_MySQL,Skill_Networking,Skill_Node.js,Skill_NumPy,Skill_PHP,Skill_Pandas,Skill_PostgreSQL,Skill_PyTorch,Skill_Python,Skill_REST_APIs,Skill_React,Skill_React_Native,Skill_Redis,Skill_SQL,Skill_Scrum,Skill_TensorFlow,Skill_Terraform,Skill_TypeScript,Career_Field
SS01452,18,Male,Freshman,Computer Science,2.87,77,23,7,3,1,9,3,9,Data & AI,3,0,2,0,0,1,2,7,0,0,3,0,2,0,0,0,2,1,1,4,0,8,2,5,5,0,8,6,7,1,4,3,0,7,2,2,6,3,6,0,0,Data Scientist
SS01453,21,Female,Junior,Data Science,3.45,74,23,6,2,1,10,5,8,Cloud & Infrastructure,6,3,1,6,5,9,3,0,2,9,2,3,0,2,4,2,0,4,6,0,8,0,2,2,1,0,4,0,3,3,3,1,1,3,0,1,1,2,1,6,0,DevOps Engineer
SS01454,20,Male,Senior,Computer Science,2.59,80,20,4,1,1,9,7,5,Business & Analytics,2,3,0,0,3,0,2,8,4,2,6,0,5,0,2,2,4,0,6,0,2,3,4,4,0,4,7,0,6,6,4,1,1,1,5,4,8,2,2,0,4,Data Analyst
SS01455,21,Male,Senior,Artificial Intelligence,3.65,90,27,5,1,1,5,5,9,Systems & Networking,3,2,4,0,0,1,0,1,1,0,0,0,3,3,0,9,3,0,4,0,8,2,2,4,7,3,0,2,0,1,1,2,1,1,3,2,3,6,4,1,1,IT Support Engineer
SS01456,18,Female,Junior,Artificial Intelligence,2.29,100,19,8,4,0,5,4,7,Data & AI,1,0,0,1,2,1,3,2,1,8,1,0,2,0,0,4,6,3,3,2,0,9,2,0,5,6,3,4,7,3,9,7,2,0,2,3,0,0,7,1,5,Machine Learning Engineer
SS01457,20,Female,Senior,Data Science,3.26,82,16,6,2,1,5,8,7,Cloud & Infrastructure,5,3,2,0,7,2,4,6,0,6,2,2,7,0,7,3,2,2,7,3,7,0,2,3,0,1,0,2,0,3,1,5,2,3,1,3,3,0,0,4,4,Cloud Engineer
SS01458,22,Female,Senior,Data Science,3.56,63,22,11,1,1,6,8,8,Business & Analytics,3,2,1,4,2,3,4,4,0,1,1,1,3,1,2,5,2,0,3,2,8,1,3,7,4,1,9,1,10,5,0,0,7,3,4,1,6,5,3,7,7,Data Analyst
SS01459,20,Female,Junior,Cybersecurity,3.17,100,21,4,0,1,5,4,9,Cybersecurity,4,4,0,1,1,0,8,2,1,2,2,3,1,1,3,2,1,0,2,2,6,0,4,2,7,5,2,2,3,4,0,10,2,0,0,6,4,1,0,1,2,Cybersecurity Analyst
SS01460,18,Female,Freshman,Cybersecurity,3.44,99,20,9,1,4,6,6,5,Data & AI,0,0,4,5,1,3,1,9,3,1,0,1,1,2,2,1,1,4,0,0,1,5,3,0,1,3,8,1,7,0,8,7,3,2,2,0,5,1,4,0,2,Data Scientist
SS01461,20,Male,Freshman,Cybersecurity,2.49,79,20,8,1,0,8,9,4,Cybersecurity,3,2,2,3,0,1,5,4,3,0,0,3,0,4,2,3,2,3,4,1,9,4,0,2,7,1,4,2,3,2,0,4,0,4,0,0,0,1,1,2,3,Penetration Tester
SS01462,21,Male,Sophomore,Artificial Intelligence,3.74,81,15,3,2,2,6,8,5,Data & AI,0,2,2,1,3,0,1,0,1,9,0,4,1,2,0,4,1,2,3,3,1,3,5,5,0,3,6,5,6,0,5,7,2,6,0,0,0,0,5,4,0,AI Engineer
SS01463,23,Male,Sophomore,Electrical Engineering,2.61,78,16,7,2,0,6,6,7,Cybersecurity,3,5,0,1,0,0,7,3,3,8,0,3,5,0,1,2,0,1,2,5,7,2,0,0,8,4,3,1,6,3,3,4,2,0,1,2,8,0,4,4,0,SOC Analyst
SS01464,18,Male,Freshman,Information Technology,3.8,69,21,12,4,3,6,6,7,Web Development,4,4,5,2,4,1,2,5,6,2,3,0,1,3,2,7,2,8,0,5,4,2,7,0,2,4,5,3,3,0,0,0,6,9,3,3,6,2,3,2,7,Full Stack Developer
SS01465,22,Female,Sophomore,Data Science,3.16,69,16,4,1,0,8,7,4,Cloud & Infrastructure,6,4,2,1,7,2,2,0,1,7,1,2,2,3,7,0,0,4,8,0,6,5,0,8,3,2,4,1,4,3,3,3,6,4,1,1,4,2,2,6,1,Cloud Engineer
SS01466,23,Female,Sophomore,Software Engineering,3.05,72,17,7,1,1,4,7,5,Software Development,7,0,2,2,3,1,2,3,8,0,4,6,1,1,3,4,4,6,2,0,0,2,6,3,4,4,1,0,2,3,0,6,8,0,4,0,6,0,4,5,4,Backend Developer
SS01467,19,Female,Senior,Business Analytics,3.4,100,21,8,1,2,6,4,7,Software Development,4,4,0,4,0,2,6,1,8,2,1,6,0,1,4,8,3,5,5,2,0,1,4,1,5,5,3,0,1,8,0,8,7,1,1,2,8,1,3,5,2,Backend Developer
SS01468,23,Female,Junior,Cybersecurity,2.84,57,17,6,1,2,6,8,9,Web Development,0,4,3,1,1,5,2,0,0,1,4,1,0,2,2,8,0,7,2,1,4,3,5,3,0,6,1,3,8,1,5,5,5,9,0,2,10,3,1,3,4,Full Stack Developer
SS01469,18,Female,Junior,Data Science,2.66,71,29,7,1,0,6,6,9,Cybersecurity,3,1,0,0,2,4,5,1,5,1,4,3,0,4,1,4,3,4,1,0,6,1,3,1,7,2,5,2,1,2,1,5,1,0,2,1,8,2,0,0,3,Cybersecurity Analyst
SS01470,23,Female,Senior,Business Analytics,3.31,63,19,8,3,1,5,7,9,Data & AI,2,0,5,2,0,5,2,8,2,4,3,1,1,3,2,2,1,1,0,3,1,7,2,2,2,3,5,2,7,0,5,6,2,0,4,1,7,3,4,5,0,Data Scientist
SS01471,22,Male,Junior,Software Engineering,2.9,76,19,11,1,0,8,8,6,Data & AI,2,4,2,3,2,1,1,8,0,2,1,2,2,0,5,3,2,1,5,7,0,7,2,2,3,1,7,0,6,0,7,9,0,1,0,7,8,0,8,6,0,Data Scientist
SS01472,20,Male,Freshman,Computer Science,3.03,84,20,5,0,2,8,4,5,Cloud & Infrastructure,6,1,2,3,7,3,2,3,0,8,3,0,2,0,9,0,1,3,8,4,5,0,4,4,0,6,2,1,0,3,3,1,1,1,0,4,4,0,2,7,3,Cloud Engineer
SS01473,21,Male,Junior,Computer Science,3.38,94,14,8,0,2,8,5,6,Data & AI,3,4,6,1,4,2,3,4,3,5,5,2,2,0,2,2,3,2,3,3,8,7,0,4,2,1,5,2,8,4,5,9,0,2,3,2,1,2,8,1,3,AI Engineer
SS01474,21,Male,Freshman,Information Technology,3.28,70,23,6,0,2,8,6,7,Cybersecurity,0,2,1,2,0,0,8,3,3,4,1,5,0,3,3,2,4,4,3,1,10,1,2,4,6,2,0,3,5,3,1,8,5,2,5,2,2,3,3,1,3,Penetration Tester
SS01475,19,Female,Sophomore,Computer Science,2.93,68,24,6,2,2,5,5,8,Software Development,2,3,3,0,2,0,1,2,7,4,1,6,2,4,0,5,5,1,4,2,2,3,4,1,2,7,4,0,3,10,3,8,6,3,5,3,8,2,2,4,2,Backend Developer
SS01476,22,Male,Senior,Electrical Engineering,3.15,98,25,7,2,1,10,7,6,Data & AI,2,0,5,0,2,0,3,5,3,3,4,1,5,2,2,3,0,1,3,1,2,9,0,3,1,2,8,3,7,3,6,6,4,0,1,1,7,4,7,1,3,Data Scientist
SS01477,19,Male,Sophomore,Data Science,3.51,74,16,8,2,2,8,5,7,Data & AI,2,1,1,2,2,2,3,4,4,5,2,0,1,1,2,2,1,1,0,0,3,8,0,0,1,1,7,4,5,4,4,6,1,5,1,1,5,3,6,4,1,Machine Learning Engineer
SS01478,22,Male,Freshman,Business Analytics,3.16,79,14,7,2,2,7,7,6,Software Development,7,3,8,0,5,0,3,2,5,2,2,0,0,3,4,7,2,7,2,3,0,2,0,4,0,1,3,0,0,6,4,7,8,0,3,6,6,5,1,2,5,Software Engineer
SS01479,23,Female,Senior,Information Technology,3.42,77,10,9,0,0,8,6,5,Cybersecurity,2,4,2,1,3,3,7,4,6,1,1,3,5,1,1,2,3,2,4,3,7,0,1,2,7,2,3,2,0,5,1,7,3,4,2,0,4,3,5,2,2,Penetration Tester
SS01480,20,Male,Freshman,Data Science,3.18,88,28,11,2,0,6,6,5,Cloud & Infrastructure,4,1,4,4,6,3,0,4,1,8,3,3,0,1,8,3,0,3,5,0,6,2,0,4,0,2,3,5,3,1,0,0,0,2,4,2,1,2,5,5,3,Cloud Engineer
SS01481,22,Female,Freshman,Cybersecurity,3.04,72,23,5,1,0,7,10,5,Business & Analytics,2,0,2,4,1,1,0,6,0,0,6,1,4,1,1,3,3,0,0,0,4,5,3,7,1,3,7,1,6,7,3,0,4,2,1,3,7,0,5,1,2,Data Analyst
SS01482,19,Female,Sophomore,Electrical Engineering,3.81,99,24,5,1,1,6,8,9,Data & AI,0,0,6,4,0,0,4,0,2,7,1,0,0,3,7,0,0,3,0,0,2,5,3,3,2,0,6,2,7,5,8,6,3,3,0,3,1,2,8,4,0,AI Engineer
SS01483,22,Male,Freshman,Artificial Intelligence,2.87,89,23,8,1,0,6,6,6,Cloud & Infrastructure,5,4,2,6,6,7,2,0,4,9,1,1,0,6,8,0,5,0,6,1,6,0,3,5,1,0,0,2,0,0,2,2,0,2,1,2,3,0,0,8,0,DevOps Engineer
SS01484,20,Male,Senior,Computer Science,3.2,80,14,6,2,1,6,6,9,Software Development,2,0,8,4,4,0,4,1,3,3,0,4,0,1,4,9,3,6,1,2,2,4,2,1,1,4,2,5,4,1,1,7,6,4,1,2,7,3,3,3,6,Software Engineer
SS01485,20,Male,Sophomore,Software Engineering,3.11,100,27,8,1,1,5,7,6,Business & Analytics,2,0,6,1,2,3,0,5,0,1,5,0,3,4,1,2,3,0,0,6,0,2,0,8,0,1,1,1,5,2,0,1,1,5,1,1,8,10,0,1,0,Business Analyst
SS01486,18,Male,Freshman,Electrical Engineering,3.57,88,20,3,1,0,4,3,10,Data & AI,1,6,2,2,3,1,4,2,1,7,0,1,3,4,3,2,2,1,2,3,0,7,4,3,3,0,8,0,6,2,8,6,3,0,3,4,2,5,7,3,2,Machine Learning Engineer
SS01487,20,Male,Sophomore,Computer Science,2.87,91,29,7,0,0,8,3,4,Business & Analytics,5,3,3,0,3,0,4,7,4,2,0,1,0,0,0,0,2,2,0,2,0,0,3,5,3,3,7,7,7,6,0,5,3,3,0,3,6,3,2,2,1,Data Analyst
SS01488,22,Female,Sophomore,Software Engineering,2.98,85,15,6,2,3,5,4,4,Data & AI,3,0,4,1,0,3,3,7,0,4,2,1,0,4,3,5,4,2,3,0,3,7,2,1,3,1,5,0,5,4,6,7,5,0,0,2,6,4,6,0,0,Data Scientist
SS01489,22,Female,Freshman,Artificial Intelligence,2.95,93,22,10,2,0,6,8,2,Software Development,1,3,1,2,1,2,1,0,6,2,2,9,6,1,1,7,6,6,2,0,0,0,8,3,4,9,3,3,3,5,4,7,8,3,4,4,8,4,6,3,0,Backend Developer
SS01490,22,Female,Freshman,Electrical Engineering,3.33,88,25,9,1,2,6,5,6,Cybersecurity,1,3,0,2,1,2,7,4,2,0,0,1,4,3,1,1,1,0,2,3,9,3,0,4,7,1,2,2,3,1,4,10,0,0,2,0,1,4,2,0,4,Penetration Tester
SS01491,20,Female,Senior,Cybersecurity,3.03,96,27,10,2,0,4,7,4,Business & Analytics,2,1,1,0,2,3,1,6,3,0,0,0,4,3,0,1,4,0,0,4,3,0,0,6,1,2,10,1,5,7,3,4,1,3,0,3,6,1,2,3,0,Data Analyst
SS01492,18,Male,Freshman,Computer Science,3.39,67,40,7,1,2,3,6,4,Data & AI,0,1,2,4,3,0,3,0,0,8,3,0,0,3,3,3,2,0,3,0,0,5,3,3,0,0,10,5,5,3,3,6,0,0,2,3,0,4,7,4,0,AI Engineer
SS01493,21,Female,Senior,Cybersecurity,3.29,79,8,8,5,2,5,7,6,Cloud & Infrastructure,0,5,2,8,1,7,2,2,3,7,0,1,0,2,6,7,0,1,2,5,5,2,5,0,2,5,1,0,0,3,0,5,0,3,6,2,1,7,0,2,3,Automation Engineer
SS01494,20,Female,Sophomore,Cybersecurity,3.84,100,27,9,3,0,5,8,7,Software Development,1,4,2,0,0,0,2,2,10,0,4,8,4,0,1,7,1,2,2,4,3,0,7,0,0,7,0,4,1,9,3,6,6,0,0,1,7,3,4,0,3,Backend Developer
SS01495,21,Female,Freshman,Business Analytics,2.64,78,22,8,1,1,6,6,8,Software Development,2,0,1,0,4,1,3,3,7,3,1,8,0,4,3,6,2,0,0,2,2,3,8,2,5,8,2,2,5,7,2,7,8,0,2,0,5,0,0,0,3,Backend Developer
SS01496,21,Female,Senior,Business Analytics,3.05,92,18,7,2,0,7,10,6,Data & AI,5,2,0,2,1,0,0,1,2,8,0,0,2,1,1,0,0,0,0,2,3,9,3,2,3,1,5,3,7,0,7,5,4,1,5,4,0,0,8,2,1,AI Engineer
SS01497,20,Male,Junior,Data Science,3.53,92,24,5,1,0,6,6,5,Software Development,2,1,5,1,6,0,0,0,1,1,0,0,0,0,0,7,2,5,0,3,0,4,5,1,0,7,3,0,1,0,1,5,9,3,3,0,6,0,0,3,6,Software Engineer
SS01498,18,Male,Sophomore,Business Analytics,3.02,75,28,7,1,2,8,9,10,Data & AI,0,2,0,3,6,2,2,0,3,7,3,0,1,4,0,1,4,3,4,0,1,5,0,0,2,5,9,3,5,0,6,7,3,2,2,2,1,0,6,2,2,Machine Learning Engineer
SS01499,19,Female,Junior,Electrical Engineering,2.74,86,24,9,0,0,8,10,5,Web Development,1,0,2,0,3,0,4,3,2,3,2,0,5,1,3,6,0,4,7,0,2,3,3,1,4,8,3,2,0,0,0,3,4,8,1,0,8,0,4,2,7,Full Stack Developer
SS01500,22,Male,Junior,Business Analytics,2.85,69,16,9,1,0,8,8,6,Systems & Networking,1,2,3,2,1,4,0,0,2,2,0,0,3,0,1,8,1,0,0,5,6,1,3,1,10,2,3,0,1,3,2,6,3,4,6,0,7,5,6,1,3,Embedded Systems Engineer
SS01501,21,Female,Freshman,Data Science,3.73,90,18,8,0,1,5,9,5,Web Development,3,4,0,3,2,4,3,0,0,0,3,1,0,2,0,6,1,5,5,1,0,3,6,1,5,10,1,0,2,1,3,1,8,5,1,3,9,1,2,2,7,Full Stack Developer
SS01502,20,Female,Freshman,Cybersecurity,2.46,87,19,7,0,0,7,6,9,Software Development,0,1,2,2,0,4,3,2,6,0,3,8,1,0,3,10,0,2,2,2,4,0,9,2,3,7,2,1,1,10,4,7,8,3,0,1,4,2,4,3,2,Backend Developer
SS01503,21,Male,Junior,Computer Science,2.71,93,18,9,4,0,8,7,7,Cloud & Infrastructure,7,1,4,5,6,4,2,3,1,6,0,3,2,3,6,6,1,3,7,2,6,0,0,1,5,2,1,2,1,3,6,0,2,1,2,5,2,0,4,8,1,DevOps Engineer
SS01504,22,Male,Sophomore,Electrical Engineering,3.32,86,15,7,4,2,5,6,4,Software Development,7,2,4,0,3,1,5,0,6,3,0,7,1,2,2,10,3,0,0,1,0,5,6,2,3,10,2,5,1,8,0,8,6,4,3,3,7,1,3,0,7,Backend Developer
SS01505,24,Other,Freshman,Electrical Engineering,3.05,73,17,5,1,1,5,7,4,Systems & Networking,3,5,4,1,0,0,1,2,3,1,3,6,3,0,5,5,2,0,0,3,6,2,0,3,5,1,0,1,3,2,3,0,4,3,0,3,3,0,2,4,0,IT Support Engineer
SS01506,20,Female,Junior,Business Analytics,3.42,84,14,8,2,1,6,4,6,Software Development,3,6,0,5,4,0,0,1,5,0,3,8,3,1,7,9,2,3,2,2,4,2,6,2,1,6,0,3,2,7,1,7,7,1,4,0,8,3,3,1,1,Backend Developer
SS01507,21,Male,Freshman,Artificial Intelligence,3.54,72,10,6,0,0,10,8,6,Data & AI,0,3,1,2,3,1,1,5,2,8,3,2,1,5,4,1,0,0,3,5,0,3,0,6,3,1,4,2,6,0,7,3,4,0,4,0,1,1,8,4,4,AI Engineer
SS01508,20,Female,Junior,Information Technology,3.28,88,19,7,2,0,8,8,6,Systems & Networking,3,0,7,3,2,2,1,0,7,0,0,1,0,2,1,6,1,1,0,1,7,1,1,4,6,4,6,1,3,2,2,0,4,1,4,2,4,3,3,3,2,IT Support Engineer
SS01509,21,Male,Senior,Software Engineering,3.84,80,25,9,1,0,7,7,6,Cloud & Infrastructure,7,3,1,0,8,4,0,3,5,6,0,0,2,2,7,3,2,4,9,1,8,3,5,0,3,0,2,7,1,0,4,6,0,2,6,0,0,2,0,7,4,Cloud Engineer
SS01510,22,Male,Junior,Computer Science,3.21,81,17,5,1,1,8,8,10,Software Development,0,2,7,4,4,1,4,1,6,2,1,1,0,5,4,9,4,8,5,1,0,3,3,3,2,1,2,1,0,2,0,8,5,3,0,0,9,5,0,2,5,Software Engineer
SS01511,20,Male,Junior,Information Technology,2.97,88,15,3,4,1,5,6,6,Business & Analytics,0,3,6,2,0,0,1,7,6,4,1,3,1,0,1,1,0,6,0,0,1,0,4,7,4,5,0,0,2,4,3,0,3,2,1,1,10,6,3,5,0,Business Analyst
SS01512,20,Male,Junior,Business Analytics,2.54,78,21,6,1,0,6,4,6,Cybersecurity,3,1,3,2,1,0,8,2,0,0,1,0,4,2,2,1,5,3,1,1,6,2,3,2,6,5,0,1,3,5,2,5,5,1,0,0,4,0,0,0,4,SOC Analyst
SS01513,18,Male,Sophomore,Electrical Engineering,2.84,93,7,11,3,2,5,6,6,Business & Analytics,1,3,8,0,0,4,0,8,2,0,0,1,0,3,2,1,2,0,1,1,4,2,3,5,1,0,3,1,3,0,2,0,1,1,3,2,7,5,1,1,2,Business Analyst
SS01514,22,Female,Freshman,Electrical Engineering,2.75,90,14,10,1,2,2,7,5,Cloud & Infrastructure,7,0,1,2,9,6,0,1,3,10,0,0,2,0,8,3,1,1,6,2,5,1,0,2,2,5,0,1,4,3,0,0,6,0,0,2,4,0,3,5,3,Cloud Engineer
SS01515,20,Male,Junior,Electrical Engineering,2.94,68,26,3,2,0,8,4,3,Cybersecurity,5,2,1,0,1,0,6,2,3,1,0,3,2,0,1,3,3,0,4,3,7,0,4,0,7,0,0,0,2,0,1,3,5,2,1,2,7,2,4,0,0,SOC Analyst
SS01516,23,Female,Senior,Data Science,2.23,66,24,9,4,0,10,4,3,Cloud & Infrastructure,9,3,2,0,5,2,1,2,3,6,5,0,0,3,7,0,1,0,6,3,5,0,0,4,4,0,0,2,0,4,0,0,2,5,2,2,2,4,2,8,3,Cloud Engineer
SS01517,18,Male,Freshman,Software Engineering,3.43,85,19,8,3,1,10,6,5,Cloud & Infrastructure,1,0,0,8,5,9,2,1,4,6,0,3,0,5,0,8,0,2,0,1,2,0,2,4,1,2,5,2,3,1,5,7,1,1,0,0,0,6,0,3,2,Automation Engineer
SS01518,21,Female,Sophomore,Electrical Engineering,3.41,87,28,7,1,1,6,7,6,Data & AI,2,6,3,5,1,0,3,10,2,1,2,4,2,0,0,3,8,0,3,3,0,8,6,4,1,0,7,2,8,1,5,7,4,3,1,0,6,1,7,6,1,Data Scientist
SS01519,23,Male,Sophomore,Business Analytics,3.1,89,27,6,1,2,7,7,8,Systems & Networking,3,3,0,2,0,2,2,0,2,0,5,4,1,2,2,7,0,3,0,6,10,4,2,2,6,2,1,2,0,2,3,8,4,2,3,0,1,0,3,1,0,Embedded Systems Engineer
SS01520,23,Female,Freshman,Information Technology,3.9,77,25,6,3,1,4,9,6,Cloud & Infrastructure,9,0,3,7,7,4,6,4,0,9,1,1,0,1,7,0,3,5,8,0,4,2,4,1,2,2,1,3,2,4,0,0,2,1,1,0,4,2,6,6,0,DevOps Engineer
SS01521,23,Male,Senior,Cybersecurity,3.17,98,16,9,3,2,6,5,9,Data & AI,2,0,1,2,3,3,1,10,0,1,0,2,2,3,3,3,0,3,4,0,0,9,8,0,2,3,8,2,7,5,5,6,3,3,2,3,9,3,5,1,1,Data Scientist
SS01522,18,Female,Junior,Data Science,3.31,83,22,8,3,2,8,8,8,Business & Analytics,3,1,6,0,3,0,2,8,1,2,1,4,4,3,3,3,1,3,3,1,3,0,0,7,1,4,6,4,7,7,1,2,0,0,4,4,8,4,2,1,0,Data Analyst
SS01523,21,Female,Sophomore,Cybersecurity,3.12,80,29,7,2,1,3,5,6,Cloud & Infrastructure,0,4,1,8,3,6,5,0,0,7,1,7,3,4,2,4,0,3,0,1,2,1,1,0,2,0,2,0,4,0,5,4,2,0,0,2,2,6,1,0,3,Automation Engineer
SS01524,23,Male,Sophomore,Software Engineering,2.91,87,17,8,2,2,10,7,5,Software Development,2,2,2,3,2,0,2,0,6,3,1,8,2,0,1,8,3,0,1,2,1,1,7,5,2,8,0,0,0,6,2,7,8,4,0,0,9,2,2,0,0,Backend Developer
SS01525,24,Male,Freshman,Business Analytics,2.93,80,20,10,1,1,7,6,7,Cloud & Infrastructure,7,3,1,0,7,4,3,2,0,10,3,3,2,3,9,1,5,4,8,1,9,0,3,0,0,2,3,0,0,0,4,4,0,0,0,0,1,2,5,6,3,Cloud Engineer
SS01526,22,Male,Sophomore,Cybersecurity,2.98,79,4,9,3,0,5,6,8,Cloud & Infrastructure,9,0,0,5,7,7,1,5,0,4,7,4,1,2,7,0,2,3,7,0,7,3,2,0,4,2,1,1,0,6,4,0,0,3,3,2,1,0,3,4,2,DevOps Engineer
SS01527,22,Male,Senior,Artificial Intelligence,3.51,79,30,8,1,2,4,9,6,Cybersecurity,0,3,0,0,4,3,8,0,1,1,0,3,4,0,0,6,2,2,3,0,4,4,0,5,8,3,3,5,3,2,4,7,5,1,0,0,7,3,5,4,2,Cybersecurity Analyst
SS01528,19,Female,Senior,Data Science,2.91,87,17,6,2,2,6,6,6,Web Development,0,3,6,3,3,2,0,4,2,5,5,1,3,1,4,5,2,8,3,0,3,2,5,4,5,7,2,1,7,4,0,0,6,6,2,2,9,0,3,4,4,Full Stack Developer
SS01529,19,Female,Sophomore,Data Science,2.74,92,25,7,6,2,5,8,6,Cloud & Infrastructure,8,3,0,6,6,8,0,6,3,7,0,0,3,0,1,1,0,2,8,1,9,3,0,1,3,1,1,1,0,2,6,1,5,2,3,1,4,2,0,8,2,DevOps Engineer
SS01530,20,Male,Junior,Cybersecurity,3.66,54,23,7,1,2,7,6,6,Software Development,3,2,2,0,0,1,2,2,4,4,0,3,3,0,3,4,1,0,3,0,3,1,6,4,6,6,0,2,2,4,0,4,5,5,0,3,6,2,0,1,4,Backend Developer
SS01531,22,Female,Freshman,Cybersecurity,2.24,94,17,8,1,1,7,7,8,Data & AI,2,0,0,4,1,1,0,3,0,6,5,5,0,4,1,0,1,1,5,0,0,7,5,5,1,2,6,4,8,2,7,4,1,2,5,0,0,2,7,0,1,AI Engineer
SS01532,20,Female,Freshman,Data Science,2.89,94,27,6,0,2,7,5,8,Cybersecurity,2,2,3,2,2,2,7,4,3,0,2,0,5,0,0,5,1,0,3,2,5,2,3,4,7,4,3,1,5,3,5,6,3,2,4,1,1,4,2,4,0,Penetration Tester
SS01533,19,Male,Sophomore,Electrical Engineering,2.72,82,21,7,1,2,6,4,8,Cloud & Infrastructure,2,2,2,6,3,8,1,1,0,9,4,2,2,0,4,7,0,3,1,0,0,0,3,1,2,4,2,4,5,0,4,9,3,1,4,1,8,7,0,0,3,Automation Engineer
SS01534,23,Male,Junior,Computer Science,3.61,89,24,8,3,2,5,5,5,Web Development,2,0,2,0,3,2,2,1,4,0,0,1,2,0,0,7,2,9,4,2,0,4,5,4,0,10,0,0,0,1,3,1,5,4,2,3,7,3,0,1,6,Full Stack Developer
SS01535,20,Male,Senior,Information Technology,2.64,74,16,6,2,0,2,5,8,Cloud & Infrastructure,7,2,3,0,7,2,0,3,0,9,3,2,0,2,4,3,3,3,9,0,6,4,2,2,6,0,0,2,7,0,0,7,3,3,0,0,0,2,0,8,2,Cloud Engineer
SS01536,22,Male,Senior,Computer Science,3.66,98,24,9,2,1,5,7,7,Cloud & Infrastructure,6,0,1,7,6,4,0,3,0,7,4,3,2,2,7,2,0,1,8,4,6,3,3,2,2,2,2,2,3,0,0,0,1,2,2,1,5,3,1,6,1,DevOps Engineer
SS01537,22,Male,Freshman,Business Analytics,3.52,74,25,11,2,2,6,6,7,Web Development,0,3,2,3,0,3,1,2,2,0,1,0,5,1,5,8,2,5,3,6,2,1,10,6,1,8,5,2,3,2,1,0,7,8,2,2,8,2,5,0,10,Full Stack Developer
SS01538,21,Female,Junior,Information Technology,3.11,78,19,4,3,1,8,9,6,Cloud & Infrastructure,8,2,4,0,10,5,4,1,4,8,0,0,1,0,6,1,3,2,4,5,5,0,3,4,2,3,3,2,3,1,1,3,4,1,0,7,2,0,1,3,2,Cloud Engineer
SS01539,22,Male,Freshman,Electrical Engineering,2.89,79,19,8,0,2,3,5,6,Software Development,2,0,7,3,2,3,1,2,1,2,0,3,1,1,3,10,2,7,2,1,4,2,1,3,5,0,5,0,3,3,5,7,6,4,2,3,6,2,1,2,7,Software Engineer
SS01540,20,Male,Senior,Electrical Engineering,3.05,92,19,4,0,0,7,7,9,Data & AI,2,2,2,2,4,0,2,2,5,6,0,5,3,1,4,0,2,2,3,0,0,9,2,2,0,0,6,4,6,1,9,10,0,0,0,0,3,2,6,4,0,Machine Learning Engineer
SS01541,19,Female,Junior,Software Engineering,2.65,92,11,4,1,2,8,8,5,Cybersecurity,2,3,1,3,2,4,7,0,4,5,2,1,2,3,5,3,5,2,0,0,8,5,0,0,5,5,5,0,0,3,1,3,3,2,1,0,5,4,4,0,0,SOC Analyst
SS01542,19,Male,Sophomore,Artificial Intelligence,3.63,83,22,8,1,0,8,8,9,Software Development,0,1,4,5,0,0,3,1,9,0,1,7,2,1,2,8,1,1,0,0,0,2,6,4,0,6,0,7,4,5,0,5,8,5,3,1,5,4,1,3,5,Backend Developer
SS01543,19,Female,Senior,Cybersecurity,3.18,70,19,5,0,0,8,9,8,Systems & Networking,2,3,2,3,1,4,3,3,4,6,0,1,0,4,1,5,4,0,1,1,6,1,2,1,7,0,2,2,0,0,0,0,3,2,0,0,0,1,1,1,1,IT Support Engineer
SS01544,23,Male,Junior,Artificial Intelligence,2.83,70,16,5,6,0,7,5,9,Business & Analytics,0,1,5,1,3,2,4,6,0,5,3,3,3,2,4,0,3,3,2,1,2,1,4,6,0,3,6,2,2,5,3,2,5,0,1,2,10,5,0,2,5,Business Analyst
SS01545,22,Female,Senior,Cybersecurity,3.56,85,23,2,1,1,5,2,6,Cybersecurity,2,0,0,2,3,1,6,0,1,2,0,2,1,0,1,3,3,1,1,0,5,1,5,1,6,0,0,4,2,0,2,4,4,0,1,2,8,5,0,3,2,Cybersecurity Analyst
SS01546,20,Other,Sophomore,Computer Science,4.0,55,17,8,1,1,7,5,6,Data & AI,2,0,3,4,4,1,4,3,0,6,2,0,2,0,0,2,1,0,2,0,0,9,2,2,5,1,6,1,10,2,5,7,1,1,5,2,0,1,4,0,4,AI Engineer
SS01547,22,Male,Senior,Cybersecurity,2.18,70,25,6,2,2,9,3,8,Cybersecurity,1,1,0,5,1,3,9,4,1,4,5,2,1,3,0,0,4,2,0,3,7,1,2,5,5,1,6,4,3,3,5,2,1,1,1,5,8,2,4,0,0,SOC Analyst
